"Case#","Date","Time","Description","Location","Date_Time","Notes","Hour","Minute","Year","Time_Numeric","Type"
"220281","2022 08 26","2109","Alcohol Violation","Front Lawn",2022-08-26 21:09:00,"Notes: While on patrol on the Front Lawn, the CS director encountered a group of students holding cans of alcohol, with a case of alcohol and what appeared to be a bottle of alcohol nearby. The CS director approached the group and requested to confirm the ages of those present. Two of the individuals presented their Reed ID cards and a third individual declined. The director again requested to see their ID, to which they again declined. The director reminded them that they were required to present their Reed ID upon request by any member of the Reed community. The individual again declined, so the director directed them off of campus since there was no way to verify they were a student. That individual and a couple others from the group walked eastward off of campus. The director redirected his attention to the two ID cards he had been presented and at that time confirmed that neither student was of legal drinking age. The director disposed of the alcohol and continued on with his patrol. ",21,9,2022,21.15,"Incident"
"220283","2022 08 26","2317","Medical Assist - Other","Campus",2022-08-26 23:17:00,"Notes: A CSO responded to a request for medical assistance on campus. The CSO arrived and spoke with the reporting student, who requested their friend be evaluated for medical assistance. The CSO conversed with the student in need, and based on their conversation, requested an Area Coordinator be contacted for additional assistance and follow up. The CSO cleared from the call once an Area Coordinator arrived on scene to take over. ",23,17,2022,23.2833333333333,"Incident"
"220284","2022 08 27","1157","Theft - Other","ODB/Doyle",2022-08-27 11:57:00,"Notes: A CSO responded to a theft report in Doyle. Upon arrival, the CSO met with a student who reported that the night before they had fallen asleep in the MacNaughton common room, and when they awoke they discovered that their purse was missing. They located their purse in a nearby restroom and went to their residence. The following morning they discovered that $200 in cash had been stolen from the purse. ",11,57,2022,11.95,"Incident"
"220285","2022 08 28","0102","Sex Offense - Rape","Campus",2022-08-28 01:02:00,"Notes: CSOs responded to a report of rape. The CSOs met with the reporting individual, offered medical assistance, provided resources, and initiated the college’s process for responding to sexual assault. The Title IX Coordinator has been contacted for follow up.",1,2,2022,1.03333333333333,"Incident"
"220286","2022 08 28","0747","Graffiti","Trillium",2022-08-28 07:47:00,"Notes: A CSO on patrol in Trillium encountered new graffiti in the second floor west hallway. Building services has been contacted for removal and clean up.",7,47,2022,7.78333333333333,"Incident"
"220287","2022 08 28","1024","Suspicious Person/Activity/Circumstances","Off Campus",2022-08-28 10:24:00,"Notes: Dispatch received a report from a student of a suspicious voicemail they had received. The student believed they knew who the caller was and wanted Community Safety to be aware of the situation.",10,24,2022,10.4,"Incident"
"220288","2022 08 28","1310","Sex offense - Rape","Campus",2022-08-28 13:10:00,"Notes: A CSO responded to a report of rape. The CSO met with the reporting party who stated that they wanted to submit a formal report regarding a sexual assault they had experienced the prior Spring. The CSO provided resources, and initiated the college’s process for responding to sexual assault. The Title IX Coordinator has been contacted for follow up.",13,10,2022,13.1666666666667,"Incident"
"220267","2022 08 18","0900","Theft from Vehicle","West Lot",2022-08-18 09:00:00,"Notes: A CSO responded to a theft report in the West Lot. A Reed employee reported that a Reed owner leaf blower was stolen out of a maintenance cart parked in the West Lot. The CSO was unable to locate the leaf blower, or an individual in possession of the said leaf blower. A report has also been filed with the Portland Police Bureau. ",9,0,2022,9,"Incident"
"220268","2022 08 19","1605","Theft from Structure","Psychology",2022-08-19 16:05:00,"Notes: A CSO responded to a report of theft in the Psychology building. The CSO met with a Reed staff member who reported that paperweights had been stolen off of their desk. The staff member considered this suspicious because their office is only accessible via key and no other staff members have a copy of the key. The staff member also reported that both signs from the gendered bathrooms in Psychology had been ripped off of the wall. ",16,5,2022,16.0833333333333,"Incident"
"220269","2022 08 20","0100","Clery Act Reportable Incident/Alcohol Violation","Scholz",2022-08-20 01:00:00,"Notes:  CSOs on patrol encountered three students, one of whom was carrying a distributable amount of alcohol. The CSOs requested an age verification of the student in possession of the alcohol, and the student confirmed that they were not of legal drinking age. The CSOs additionally confirmed that the two accompanying students were also not of legal drinking age. The CSOs confiscated the alcohol, and retrieved alcohol the students had left on a picnic table on the Foster Scholz patio. ",1,0,2022,1,"Incident"
"220270","2022 08 21","1156","Theft","PAB",2022-08-21 11:56:00,"Notes: Dispatch received a report from a Reed staff member that two of the five orientation tents set up outside of the PAB had been stolen. One of the missing tents was a large rectangular tent belonging to the Sports Center, and the other tent was a smaller square shaped tent belonging to Conference and Events Planning.",11,56,2022,11.9333333333333,"Incident"
"220263","2022 08 08","1027","Evidence of Drug Use","Trillium",2022-08-08 10:27:00,"Notes: A CSO on patrol of the Trillium fourth floor balcony encountered the remains of multiple smoked cannabis joints. The CSO disposed of the joints and continued on their patrol.",10,27,2022,10.45,"Incident"
"220264","2022 08 11","1637","Suspicious Person/Activity/Circumstances","Reed College Apartments",2022-08-11 16:37:00,"Notes: A CSO responded to a report of suspicious circumstances at a Reed College Apartment. Upon arrival at the unit, the CSO met with the Reed student resident who reported that when they had returned to their residence the prior day they had observed that the window of the unoccupied bedroom in the unit had been opened, the screen removed and damaged, and the safety bollard had been moved. The student did not report any other damage or missing items. Building services was contacted for repairs to the screen.",16,37,2022,16.6166666666667,"Incident"
"220259","2022 08 01","0809","Theft of Motor Vehicle/Clery Act Reportable Incident","West Lot",2022-08-01 08:09:00,"Notes: CSOs responded to a report of a vehicle theft in progress in the West lot. Upon arrival, the CSOs patrolled the West Lot but did not encounter either the vehicle or the presumed subjects. One CSO continued with a vehicle patrol in hopes of sighting the vehicle, while the other CSO returned to the West lot to speak with the reporting party and other witnesses. The reporting party stated that they had seen four individuals and three vehicles near the vehicle, at which time one of the individuals entered the vehicle and drove away. One of the witnesses was able to provide the license plate number for one of the other three vehicles and Dispatch was able to trace that information to a registered owner. The vehicle owner had been nearby when the theft occurred and was also on the scene. They had already contacted Portland Police and were awaiting their arrival.",8,9,2022,8.15,"Incident"
